CIRCLE,-0.8615351439689705,badvalue
CIRCLE,10.86012911125547,10.86012911125547
CIRCLE,badvalue,badvalue
CIRCLE,72.5702612898657,72.5702612898657
RECTANGLE,5.2035993514340095,96.6646146784345
CIRCLE,80.4438848845821,80.4438848845821
CIRCLE,3.155505764366753,3.155505764366753
RECTANGLE,11.0435821086486,78.27909627010017
CIRCLE,79.77793448406476,79.77793448406476
CIRCLE,33.92993434166401,33.92993434166401
RECTANGLE,66.749345901424,4.152566505324164
CIRCLE,26.2500746627379,26.2500746627379
CIRCLE,42.87024849613061,42.87024849613061
CIRCLE,44.30910197232569,44.30910197232569
RECTANGLE,92.53119157700446,51.51207711963358
CIRCLE,27.50296784190951,27.50296784190951
RECTANGLE,76.88946882399578,94.82369124956219
CIRCLE,36.82673569485981,36.82673569485981
CIRCLE,32.94294674393545,32.94294674393545
RECTANGLE,29.44661106894041,26.329966945280162
RECTANGLE,45.996722707876025,7.966775096738701
RECTANGLE,16.608867609864042,66.98461193128524
CIRCLE,93.44978500438496,93.44978500438496
RECTANGLE,63.76029591357768,18.374558642230266
CIRCLE,96.0147386900864,96.0147386900864
CIRCLE,24.262168780599215,24.262168780599215
CIRCLE,6.692963746919791,6.692963746919791
CIRCLE,58.244208545332,58.244208545332
RECTANGLE,11.795704074676497,2.259711535870636
RECTANGLE,89.15295081875098,67.6511870305195
CIRCLE,51.32885532673696,51.32885532673696
RECTANGLE,23.52258529933107,56.30315617125892
RECTANGLE,21.06681170775282,95.28895467496264
RECTANGLE,69.69483795202596,38.65230580077519
CIRCLE,7.00786832498407,7.00786832498407
CIRCLE,9.101465063236727,9.101465063236727
CIRCLE,80.38042017121917,80.38042017121917
CIRCLE,27.212854169198188,27.212854169198188
RECTANGLE,86.40436359360113,97.87875250362045
RECTANGLE,0.027482774855671188,44.57107984947191
CIRCLE,42.95635855856738,42.95635855856738
RECTANGLE,61.3098643400188,badvalue
CIRCLE,15.403547309395805,15.403547309395805
CIRCLE,28.042808656868537,28.042808656868537
CIRCLE,39.50098759163671,39.50098759163671
CIRCLE,26.945902856431715,26.945902856431715
RECTANGLE,3.7165229562008317,69.92736973727362
CIRCLE,43.04463156280588,43.04463156280588
RECTANGLE,96.60921039356685,48.91780058455737
CIRCLE,84.61696160483626,84.61696160483626
CIRCLE,81.42517219688666,81.42517219688666
RECTANGLE,18.034130722329635,7.712695214723555
CIRCLE,70.07555819605733,70.07555819605733
CIRCLE,31.314446240950744,31.314446240950744
CIRCLE,61.85542225859694,61.85542225859694
CIRCLE,badvalue,badvalue
CIRCLE,69.49828856726931,69.49828856726931
CIRCLE,57.171634694054575,57.171634694054575
CIRCLE,67.62550724290193,67.62550724290193
CIRCLE,76.04734316594512,76.04734316594512
RECTANGLE,29.833228355596855,32.69802666394087
RECTANGLE,67.28800691488505,50.65928141713721
RECTANGLE,19.97881046659125,21.043741779874516
CIRCLE,18.193384475827823,18.193384475827823
RECTANGLE,73.23886786539667,7.382104819032143
RECTANGLE,7.741544514575473,51.805698684417315
RECTANGLE,57.1136205781697,62.946428496700975
RECTANGLE,3.3076795122021903,47.85471399202195
CIRCLE,24.853218674233435,24.853218674233435
RECTANGLE,42.3239809252565,badvalue
RECTANGLE,43.31670371392621,15.949297754170747
CIRCLE,72.72907829467123,72.72907829467123
